codigo_emenda,nome_autor,tipo_autor,partido_autor,codigo_funcao,descricao_funcao,codigo_subfuncao,descricao_subfuncao,codigo_programa,descricao_programa,codigo_acao,descricao_acao,codigo_natureza_despesa,descricao_natureza_despesa,codigo_modalidade,descricao_modalidade,valor_empenhado
43490013-2024,delegado palumbo,deputado federal,mdb,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),4,investimentos,99,reserva de contingencia,0.0
43490010-2024,delegado palumbo,deputado federal,mdb,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,3,outras despesas correntes,99,reserva de contingencia,0.0
43490010-2024,delegado palumbo,deputado federal,mdb,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,99,reserva de contingencia,0.0
43490007-2024,delegado palumbo,deputado federal,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,3,outras despesas correntes,99,reserva de contingencia,0.0
43490007-2024,delegado palumbo,deputado federal,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,99,reserva de contingencia,0.0
43500001-2024,delegado paulo bilynskyj,deputado federal,pl,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,12217897.0
43500003-2024,delegado paulo bilynskyj,deputado federal,pl,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,9935792.0
43500001-2024,delegado paulo bilynskyj,deputado federal,pl,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,4250000.0
43500007-2024,delegado paulo bilynskyj,deputado federal,pl,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,20jq,"apoio a realizacao de eventos de esporte amador, educacional, de lazer e inclusao social",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,2500000.0
43500002-2024,delegado paulo bilynskyj,deputado federal,pl,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,2467896.0
43500006-2024,delegado paulo bilynskyj,deputado federal,pl,27,desporto e lazer,811,desporto de rendimento,5126,esporte para a vida,216t,apoio a projetos de excelencia esportiva nas fases de alto rendimento e transicao de carreira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,1488544.17
43500004-2024,delegado paulo bilynskyj,deputado federal,pl,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,21bm,"desenvolvimento de politicas de seguranca publica, prevencao e enfrentamento a criminalidade",4,investimentos,30,transferencias a estados e ao distrito federal,0.0
43500009-2024,delegado paulo bilynskyj,deputado federal,pl,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1000000.0
43500008-2024,delegado paulo bilynskyj,deputado federal,pl,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,1000000.0
43500005-2024,delegado paulo bilynskyj,deputado federal,pl,06,seguranca publica,421,custodia e reintegracao social,5116,seguranca publica com cidadania,21eo,apoio ao sistema penitenciario nacional,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,0.0
43500004-2024,delegado paulo bilynskyj,deputado federal,pl,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,21bm,"desenvolvimento de politicas de seguranca publica, prevencao e enfrentamento a criminalidade",4,investimentos,90,aplicacoes diretas,995896.8
43510001-2024,delegado ramagem,deputado federal,pl,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,9640852.0
43510002-2024,delegado ramagem,deputado federal,pl,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,9359148.0
43510004-2024,delegado ramagem,deputado federal,pl,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,6301585.0
43510006-2024,delegado ramagem,deputado federal,pl,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,21bm,"desenvolvimento de politicas de seguranca publica, prevencao e enfrentamento a criminalidade",4,investimentos,99,reserva de contingencia,0.0
43510007-2024,delegado ramagem,deputado federal,pl,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,20jp,"desenvolvimento de atividades e apoio a programas e projetos de esporte amador, educacao, lazer e inclusao social",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,2500000.0
43510005-2024,delegado ramagem,deputado federal,pl,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5837,"promocao da cidadania, defesa de direitos humanos e reparacao de violacoes",21g5,promocao e defesa dos direitos humanos para todos e reparacao de violacoes,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,1160000.0
43510010-2024,delegado ramagem,deputado federal,pl,05,defesa nacional,152,defesa naval,6112,defesa nacional,219d,adequacao de ativos de infraestrutura das organizacoes militares,4,investimentos,90,aplicacoes diretas,0.0
43510004-2024,delegado ramagem,deputado federal,pl,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,500000.0
43510011-2024,delegado ramagem,deputado federal,pl,05,defesa nacional,152,defesa naval,6112,defesa nacional,21a0,aprestamento das forcas - manutencao da prontidao e da capacidade operativa,4,investimentos,90,aplicacoes diretas,0.0
43510012-2024,delegado ramagem,deputado federal,pl,05,defesa nacional,153,defesa terrestre,6112,defesa nacional,219d,adequacao de ativos de infraestrutura das organizacoes militares,4,investimentos,90,aplicacoes diretas,349999.83
43510008-2024,delegado ramagem,deputado federal,pl,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),4,investimentos,41,transferencias a municipios - fundo a fundo,310000.0
43510009-2024,delegado ramagem,deputado federal,pl,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",20gk,"fomento as acoes de graduacao, pos-graduacao, ensino, pesquisa e extensao",3,outras despesas correntes,90,aplicacoes diretas,300000.0
43510003-2024,delegado ramagem,deputado federal,pl,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,41,transferencias a municipios - fundo a fundo,199968.0
43510005-2024,delegado ramagem,deputado federal,pl,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5837,"promocao da cidadania, defesa de direitos humanos e reparacao de violacoes",21g5,promocao e defesa dos direitos humanos para todos e reparacao de violacoes,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,150000.0
43510013-2024,delegado ramagem,deputado federal,pl,05,defesa nacional,301,atencao basica,0032,programa de gestao e manutencao do poder executivo,2e74,estruturacao e modernizacao de unidades de saude das forcas armadas,4,investimentos,90,aplicacoes diretas,45399.99000000001
43530014-2024,denise pessoa,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,41,transferencias a municipios - fundo a fundo,0.0
43530003-2024,denise pessoa,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,5023000.0
43530005-2024,denise pessoa,deputado federal,pt,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,4850000.0
43530015-2024,denise pessoa,deputado federal,pt,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,400000.0
43530003-2024,denise pessoa,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,2030000.0
43530010-2024,denise pessoa,deputado federal,pt,10,saude,128,formacao de recursos humanos,5121,"gestao, trabalho, educacao e transformacao digital na saude",20yd,educacao e trabalho na saude,3,outras despesas correntes,90,aplicacoes diretas,2000000.0
43530022-2024,denise pessoa,deputado federal,pt,15,urbanismo,845,outras transferencias,5602,periferia viva,00vd,apoio ao desenvolvimento e implementacao de acoes estrategicas do programa periferia viva,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
43530012-2024,denise pessoa,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
43530021-2024,denise pessoa,deputado federal,pt,12,educacao,363,ensino profissional,5112,educacao profissional e tecnologica que transforma,20rg,"reestruturacao e modernizacao das instituicoes da rede federal de educacao profissional, cientifica e tecnologica",4,investimentos,90,aplicacoes diretas,0.0
43530016-2024,denise pessoa,deputado federal,pt,11,trabalho,334,fomento ao trabalho,4006,economia popular e solidaria sustentaveis,215f,"fomento e fortalecimento da economia solidaria, associativismo e cooperativismo",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,1200000.0
43530006-2024,denise pessoa,deputado federal,pt,21,organizacao agraria,122,administracao geral,0032,programa de gestao e manutencao do poder executivo,2000,administracao da unidade,4,investimentos,90,aplicacoes diretas,0.0
